filename	scene_label	airport	bus	metro	metro_station	park	public_square	shopping_mall	street_pedestrian	street_traffic	tram
unknown	shopping_mall	0.04362661391496658	0.0005302702193148434	0.006407685577869415	0.4039616286754608	0.0018505108309909701	0.007696250919252634	0.5151134133338928	0.017210258170962334	0.0024554256815463305	0.0011479328386485577
unknown	tram	0.0015760826645419002	0.024444257840514183	0.00864420086145401	0.0018125633941963315	0.001283192657865584	0.0003022652235813439	0.00335140572860837	0.0014330648118630052	0.0003564719809219241	0.9567967057228088
unknown	public_square	0.0016616914654150605	0.00018415370141156018	0.0004147372383158654	0.0002110467030433938	0.006430119276046753	0.8823633193969727	0.0016070507699623704	0.07918128371238708	0.027860015630722046	8.65306647028774e-05
unknown	park	0.0013065668754279613	0.000541552493814379	0.0003800909034907818	0.00029242358868941665	0.9266878366470337	0.03782341256737709	0.0010465601226314902	0.00641131866723299	0.02497461996972561	0.0005355531466193497
unknown	bus	0.0005774289602413774	0.7656354904174805	0.027223967015743256	0.0007206732989288867	0.0003998360480181873	0.00039183860644698143	0.00046332101919688284	0.001156697515398264	0.00022734254889655858	0.20320342481136322
unknown	street_pedestrian	0.006420914549380541	0.0026804544031620026	0.0064330631867051125	0.03659581020474434	0.005829734727740288	0.166915163397789	0.02331613376736641	0.7385179400444031	0.006597398780286312	0.006693366914987564
unknown	street_traffic	0.0011749418918043375	9.248995775124058e-05	0.0010763631435111165	0.002143492456525564	0.0022044305223971605	0.01353223342448473	0.003087198594585061	0.026978440582752228	0.9491963386535645	0.0005142147419974208
unknown	metro_station	0.02271260879933834	0.0037321015261113644	0.015090038068592548	0.8813197016716003	0.0013069749111309648	0.0022696584928780794	0.057947829365730286	0.012679449282586575	0.0002960216661449522	0.002645696746185422
unknown	public_square	0.12636928260326385	0.0070094820111989975	0.07014673948287964	0.01910346932709217	0.00800570659339428	0.45441463589668274	0.034715309739112854	0.23308207094669342	0.039042338728904724	0.008110977709293365
unknown	metro_station	0.0679146945476532	0.0007217706879600883	0.0038347633089870214	0.508935272693634	0.000803085567895323	0.004781661089509726	0.40102916955947876	0.005845453590154648	0.005209491588175297	0.0009246151894330978
unknown	park	0.0007265821914188564	0.001152737415395677	0.000509904173668474	0.0010966210393235087	0.8751213550567627	0.04842430353164673	0.0017964536091312766	0.0015243112575262785	0.06900110095739365	0.0006466526538133621
unknown	shopping_mall	0.10077216476202011	0.009195169433951378	0.007391552906483412	0.25462281703948975	0.010450884699821472	0.014660689979791641	0.5045952200889587	0.0720815509557724	0.018560567870736122	0.007669410668313503
unknown	metro	0.006266976241022348	0.058892883360385895	0.7115254402160645	0.0656002014875412	0.005235870368778706	0.0060799079947173595	0.0034799918066710234	0.006411015521734953	0.005393794272094965	0.1311139315366745
unknown	metro_station	0.01011828612536192	0.014142213389277458	0.03547985106706619	0.40903884172439575	0.07598827034235	0.08254953473806381	0.053168561309576035	0.2296367734670639	0.016125034540891647	0.07375264912843704
unknown	bus	0.003362365998327732	0.9086925387382507	0.015588384121656418	0.002354987198486924	0.0003075264685321599	8.786174294073135e-05	0.0014413758181035519	0.0019181747920811176	0.00020551633497234434	0.06604126840829849
unknown	park	0.00032912250026129186	0.0021640898194164038	0.0007513763848692179	6.979171303100884e-05	0.9572478532791138	0.010509230196475983	0.00035499752266332507	0.0005089162732474506	0.027480583637952805	0.0005840657977387309
unknown	street_traffic	0.00011468757293187082	6.291694444371387e-05	0.0013496060855686665	0.0005885811988264322	0.00011689761595334858	0.0016762011218816042	0.00012594704458024353	0.0019779785070568323	0.9938037395477295	0.0001833933056332171
unknown	tram	4.033376171719283e-06	5.300097109284252e-05	4.117536445846781e-05	7.988732249941677e-05	0.00010036391904577613	7.946146979520563e-06	0.00013428767852019519	1.7924841813510284e-05	6.45396494292072e-06	0.9995549321174622
unknown	shopping_mall	0.15809999406337738	0.0024677857290953398	0.01471585500985384	0.25680822134017944	0.0015263725072145462	0.008135072886943817	0.49102360010147095	0.058983463793992996	0.004713825881481171	0.003525832435116172
unknown	street_traffic	0.00023502821568399668	3.0400946343434043e-05	9.07768335309811e-05	7.666683086426929e-05	0.00032217573607340455	0.005270063877105713	0.0006714328192174435	0.002077647717669606	0.9911950826644897	3.0832554330118e-05
unknown	metro	0.006938674952834845	0.07724170386791229	0.5078516006469727	0.009381750598549843	0.008491738699376583	0.0028383214958012104	0.004132564179599285	0.006841597612947226	0.004501379560679197	0.37178075313568115
unknown	tram	0.00016411664546467364	0.021247440949082375	0.00371937220916152	0.00037599721690639853	0.0016682515852153301	0.0015055042458698153	0.00018959880981128663	0.006234568078070879	0.0007026087259873748	0.9641923904418945
unknown	park	0.0043437909334897995	0.0024811727926135063	0.0021072025410830975	0.0053511387668550014	0.8334024548530579	0.09524807333946228	0.007124696392565966	0.01355554535984993	0.034841474145650864	0.0015444508753716946
unknown	street_pedestrian	0.07360772043466568	0.0050088996067643166	0.003789541544392705	0.06445654481649399	0.004623879212886095	0.05018479749560356	0.1684459149837494	0.5850418210029602	0.041028402745723724	0.0038124946877360344
unknown	tram	0.11084108054637909	0.25069794058799744	0.03223307430744171	0.1476096510887146	0.06191395968198776	0.014129864983260632	0.02039765566587448	0.021106619387865067	0.006683396641165018	0.33438676595687866
unknown	metro_station	0.04482472687959671	0.043602410703897476	0.08956694602966309	0.73261958360672	0.0064309388399124146	0.0066363634541630745	0.03912307322025299	0.017024008557200432	0.005336672533303499	0.014835271053016186
unknown	park	0.0007566814892925322	0.00033747716224752367	0.00034334114752709866	0.00023828759731259197	0.9594619274139404	0.03692631796002388	0.00041096084169112146	0.00023069209419190884	0.0009268403518944979	0.0003675414191093296
unknown	metro_station	0.010895038023591042	0.000525873969309032	0.0582638755440712	0.9223565459251404	0.00014267899678088725	0.00030465860618278384	0.003241430502384901	0.00011188626376679167	0.0001214738585986197	0.004036392085254192
unknown	metro_station	0.044176142662763596	0.001252331887371838	0.006302824709564447	0.6519247889518738	0.0006263357936404645	0.0011834392789751291	0.2846062183380127	0.006025318056344986	0.0005767649854533374	0.0033257894683629274
unknown	street_traffic	0.004532292485237122	0.0026915734633803368	0.001195061020553112	0.0013402107870206237	0.006033520679920912	0.11358650028705597	0.005310959182679653	0.032683201134204865	0.831061065196991	0.0015657329931855202
unknown	shopping_mall	0.01158950850367546	0.0001975810300791636	6.903924804646522e-05	0.003128293203189969	0.0023809128906577826	0.0013597500510513783	0.8781430125236511	0.10042829066514969	0.00249102502129972	0.00021260596986394376
unknown	airport	0.5300769805908203	0.012534912675619125	0.06657053530216217	0.10980800539255142	0.042564742267131805	0.09444385021924973	0.04363012686371803	0.07172731310129166	0.010167625732719898	0.018475892022252083
unknown	metro	9.432490332983434e-05	0.0018096871208399534	0.9616916179656982	0.0012827836908400059	4.66100791527424e-05	2.6670797524275258e-05	0.00014291072147898376	1.5561538020847365e-05	2.0451940144994296e-05	0.03486922010779381
unknown	airport	0.5555131435394287	0.019375227391719818	0.006010740529745817	0.0756649449467659	0.0020894925110042095	0.00857554655522108	0.15719160437583923	0.1533418446779251	0.012137954123318195	0.010099477134644985
unknown	bus	0.002488750498741865	0.9213776588439941	0.05188962072134018	0.001003288896754384	0.0008894611964933574	0.0006769865867681801	0.0013093099696561694	0.0010071565629914403	0.001734500052407384	0.01762319914996624
unknown	airport	0.6496727466583252	0.004261905327439308	0.009971732273697853	0.04784075543284416	0.0030331616289913654	0.017000563442707062	0.17342981696128845	0.08396802842617035	0.007781913969665766	0.0030393812339752913
unknown	park	0.00361183425411582	0.0072949230670928955	0.0037466573994606733	0.008195959962904453	0.9495012164115906	0.012323802337050438	0.006905791815370321	0.0016965466784313321	0.0016539667267352343	0.005069236736744642
