filename	scene_label
audio/shopping_mall-prague-1219-45064-s6.wav	shopping_mall
audio/tram-barcelona-275-8400-s4.wav	tram
audio/public_square-london-250-7491-a.wav	public_square
audio/park-prague-1185-44783-a.wav	park
audio/bus-prague-1207-45333-s4.wav	bus
audio/street_pedestrian-helsinki-262-7960-s4.wav	street_pedestrian
audio/street_traffic-barcelona-268-8152-a.wav	street_traffic
audio/metro_station-prague-1170-44969-s4.wav	metro_station
audio/street_pedestrian-lisbon-1174-44310-b.wav	street_pedestrian
audio/metro_station-stockholm-239-7099-s4.wav	metro_station
audio/park-lyon-1188-44464-s4.wav	park
audio/metro_station-lyon-1179-44167-s4.wav	metro_station
audio/metro-vienna-228-6876-c.wav	metro
audio/metro_station-barcelona-229-6898-s1.wav	metro_station
audio/bus-lyon-1186-44750-b.wav	bus
audio/park-helsinki-242-7200-a.wav	park
audio/street_traffic-lyon-1220-44479-s3.wav	street_traffic
audio/tram-barcelona-275-8401-s3.wav	tram
audio/metro_station-prague-1170-44553-b.wav	metro_station
audio/street_traffic-london-271-8242-s5.wav	street_traffic
audio/metro-stockholm-227-6831-s1.wav	metro
audio/tram-lisbon-1191-45169-s2.wav	tram
audio/park-barcelona-241-7157-c.wav	park
audio/shopping_mall-stockholm-258-7836-c.wav	shopping_mall
audio/metro_station-lyon-1167-45465-a.wav	metro_station
audio/metro_station-prague-1170-45481-s2.wav	metro_station
audio/park-stockholm-246-7338-a.wav	park
audio/metro_station-vienna-240-7122-c.wav	metro_station
audio/shopping_mall-milan-1183-45616-s6.wav	shopping_mall
audio/street_traffic-helsinki-269-8197-s6.wav	street_traffic
audio/shopping_mall-lisbon-1176-44870-s2.wav	shopping_mall
audio/airport-vienna-209-6373-s3.wav	airport
audio/metro-lyon-1181-44891-a.wav	metro
audio/street_pedestrian-london-263-7971-c.wav	street_pedestrian
audio/bus-helsinki-211-6435-c.wav	bus
audio/shopping_mall-vienna-259-7882-s3.wav	shopping_mall
audio/park-lisbon-1198-45382-a.wav	park
audio/bus-london-212-6481-s2.wav	bus
audio/public_square-helsinki-249-7429-s3.wav	public_square
audio/street_traffic-vienna-274-8368-s2.wav	street_traffic
audio/park-helsinki-242-7205-b.wav	park
audio/street_traffic-paris-272-8285-c.wav	street_traffic
audio/airport-vienna-209-6367-a.wav	airport
audio/airport-london-205-6178-s1.wav	airport
audio/public_square-helsinki-249-7450-b.wav	public_square
audio/shopping_mall-barcelona-254-7607-s1.wav	shopping_mall
audio/shopping_mall-barcelona-254-7617-c.wav	shopping_mall
audio/bus-lisbon-1226-45085-s6.wav	bus
audio/metro_station-vienna-240-7143-s3.wav	metro_station
audio/metro-barcelona-220-6677-c.wav	metro
audio/shopping_mall-barcelona-254-7612-b.wav	shopping_mall
audio/street_pedestrian-vienna-267-8120-s4.wav	street_pedestrian
audio/bus-barcelona-210-6408-b.wav	bus
audio/tram-paris-281-8513-s2.wav	tram
audio/public_square-london-250-7492-s6.wav	public_square
audio/street_traffic-paris-272-8293-b.wav	street_traffic
audio/metro_station-paris-238-7068-s2.wav	metro_station
audio/street_traffic-lyon-1220-44381-s2.wav	street_traffic
audio/bus-stockholm-218-6583-s6.wav	bus
audio/public_square-barcelona-248-7402-s3.wav	public_square
audio/park-helsinki-242-7192-s5.wav	park
audio/metro-stockholm-227-6849-s6.wav	metro
audio/tram-helsinki-276-8436-a.wav	tram
audio/airport-helsinki-204-6155-c.wav	airport
audio/metro_station-vienna-240-7113-s2.wav	metro_station
audio/airport-lyon-1169-44100-s3.wav	airport
audio/public_square-helsinki-249-7432-s3.wav	public_square
audio/public_square-lisbon-1211-44893-s3.wav	public_square
audio/metro_station-paris-237-7046-a.wav	metro_station
audio/bus-lisbon-1223-45057-b.wav	bus
audio/public_square-helsinki-249-7436-s3.wav	public_square
audio/bus-lisbon-1226-44491-c.wav	bus
audio/street_traffic-helsinki-269-8180-c.wav	street_traffic
audio/metro-barcelona-220-6650-s4.wav	metro
audio/park-milan-1164-45255-c.wav	park
audio/street_traffic-milan-1202-44808-a.wav	street_traffic
audio/bus-prague-1215-44427-a.wav	bus
audio/shopping_mall-barcelona-254-7629-b.wav	shopping_mall
audio/airport-lyon-1169-45129-s6.wav	airport
audio/bus-vienna-219-6594-s6.wav	bus
audio/shopping_mall-paris-257-7799-s2.wav	shopping_mall
audio/park-lisbon-1198-45178-s6.wav	park
audio/public_square-helsinki-249-7456-s6.wav	public_square
audio/bus-paris-214-6518-a.wav	bus
audio/tram-paris-282-8542-a.wav	tram
audio/tram-vienna-285-8609-s5.wav	tram
audio/street_pedestrian-helsinki-262-7928-s1.wav	street_pedestrian
audio/street_pedestrian-helsinki-262-7926-s6.wav	street_pedestrian
audio/airport-london-205-6228-s2.wav	airport
audio/street_traffic-helsinki-269-8184-b.wav	street_traffic
audio/shopping_mall-prague-1219-45380-c.wav	shopping_mall
audio/park-prague-1185-45159-c.wav	park
audio/street_pedestrian-prague-1203-44222-c.wav	street_pedestrian
audio/bus-lyon-1186-45670-c.wav	bus
audio/metro_station-lyon-1179-44459-s3.wav	metro_station
audio/tram-paris-280-8493-s5.wav	tram
audio/airport-helsinki-204-6150-s3.wav	airport
audio/street_pedestrian-lyon-1162-45750-b.wav	street_pedestrian
audio/metro_station-barcelona-230-6942-s6.wav	metro_station
audio/airport-vienna-209-6360-s4.wav	airport
audio/tram-lyon-1216-44562-a.wav	tram
audio/public_square-lisbon-1211-44699-s2.wav	public_square
audio/public_square-paris-251-7529-c.wav	public_square
audio/public_square-prague-1214-45053-s6.wav	public_square
audio/public_square-barcelona-248-7419-s3.wav	public_square
audio/public_square-vienna-253-7602-b.wav	public_square
audio/street_pedestrian-barcelona-261-7923-s4.wav	street_pedestrian
audio/street_pedestrian-barcelona-260-7898-b.wav	street_pedestrian
audio/metro-helsinki-222-6728-s6.wav	metro
audio/public_square-barcelona-248-7419-s1.wav	public_square
audio/street_pedestrian-stockholm-266-8082-s4.wav	street_pedestrian
audio/park-lyon-1188-44999-s6.wav	park
audio/tram-london-279-8476-b.wav	tram
audio/street_pedestrian-milan-1205-45172-s3.wav	street_pedestrian
audio/park-milan-1164-44676-s6.wav	park
audio/park-paris-244-7292-s6.wav	park
audio/bus-barcelona-210-6397-s4.wav	bus
audio/metro-lisbon-1199-44282-s1.wav	metro
audio/bus-lisbon-1212-45457-s6.wav	bus
audio/metro-stockholm-227-6847-s1.wav	metro
audio/public_square-prague-1214-44415-s2.wav	public_square
audio/park-london-243-7232-c.wav	park
audio/public_square-vienna-253-7589-s3.wav	public_square
audio/airport-paris-206-6247-b.wav	airport
audio/metro_station-vienna-240-7135-s4.wav	metro_station
audio/tram-paris-281-8511-c.wav	tram
audio/airport-barcelona-203-6136-s2.wav	airport
audio/public_square-lisbon-1211-44949-s3.wav	public_square
audio/airport-paris-206-6265-s2.wav	airport
audio/public_square-prague-1192-44436-s1.wav	public_square
audio/street_traffic-milan-1166-44493-s1.wav	street_traffic
audio/tram-stockholm-284-8586-s2.wav	tram
audio/metro_station-stockholm-239-7100-s1.wav	metro_station
audio/street_pedestrian-prague-1203-45400-s6.wav	street_pedestrian
audio/metro-vienna-228-6888-s4.wav	metro
audio/shopping_mall-milan-1183-44634-c.wav	shopping_mall
audio/public_square-lyon-1178-44902-s6.wav	public_square
audio/metro-lyon-1201-45026-s3.wav	metro
audio/shopping_mall-helsinki-255-7666-b.wav	shopping_mall
audio/park-paris-244-7287-s2.wav	park
audio/street_pedestrian-paris-265-8059-b.wav	street_pedestrian
audio/public_square-lisbon-1211-45419-s3.wav	public_square
audio/metro-barcelona-220-6641-s1.wav	metro
audio/street_pedestrian-lisbon-1174-45659-s2.wav	street_pedestrian
audio/street_pedestrian-stockholm-266-8086-s6.wav	street_pedestrian
audio/street_pedestrian-milan-1205-44920-s6.wav	street_pedestrian
audio/tram-prague-1210-44851-s6.wav	tram
audio/park-vienna-247-7389-s6.wav	park
audio/street_pedestrian-lisbon-1174-45131-a.wav	street_pedestrian
audio/tram-lisbon-1191-45036-c.wav	tram
audio/street_traffic-milan-1202-44900-s4.wav	street_traffic
audio/shopping_mall-lisbon-1176-44480-s6.wav	shopping_mall
audio/airport-london-205-6221-a.wav	airport
audio/bus-helsinki-211-6458-a.wav	bus
audio/public_square-barcelona-248-7416-c.wav	public_square
audio/tram-prague-1184-45627-s2.wav	tram
audio/shopping_mall-helsinki-255-7654-c.wav	shopping_mall
audio/street_pedestrian-prague-1203-44796-b.wav	street_pedestrian
audio/tram-paris-282-8541-b.wav	tram
audio/street_traffic-prague-1193-45211-s2.wav	street_traffic
audio/park-prague-1185-45050-s1.wav	park
audio/street_traffic-milan-1166-44207-b.wav	street_traffic
audio/shopping_mall-milan-1183-44976-c.wav	shopping_mall
audio/tram-vienna-285-8617-s1.wav	tram
audio/bus-paris-215-6526-s6.wav	bus
audio/metro_station-helsinki-232-6969-a.wav	metro_station
audio/shopping_mall-prague-1219-45380-s2.wav	shopping_mall
audio/metro-paris-226-6815-s5.wav	metro
audio/bus-prague-1207-44175-s6.wav	bus
audio/public_square-lisbon-1211-44311-c.wav	public_square
audio/street_traffic-lisbon-1171-44853-c.wav	street_traffic
audio/bus-barcelona-210-6399-s5.wav	bus
audio/street_pedestrian-helsinki-262-7950-a.wav	street_pedestrian
audio/metro_station-lisbon-1221-44835-s3.wav	metro_station
audio/airport-london-205-6190-c.wav	airport
audio/tram-stockholm-284-8593-b.wav	tram
audio/metro-prague-1213-44857-s5.wav	metro
audio/metro_station-paris-236-7033-s3.wav	metro_station
audio/metro-prague-1204-44165-a.wav	metro
audio/shopping_mall-paris-257-7791-s6.wav	shopping_mall
audio/metro-stockholm-227-6841-s1.wav	metro
audio/metro_station-stockholm-239-7077-c.wav	metro_station
audio/bus-barcelona-210-6396-s5.wav	bus
audio/tram-lyon-1216-45132-s1.wav	tram
audio/street_traffic-prague-1193-45237-s3.wav	street_traffic
audio/tram-barcelona-275-8392-s5.wav	tram
audio/airport-lisbon-1175-45340-s3.wav	airport
audio/airport-milan-1172-44925-b.wav	airport
audio/public_square-london-250-7476-s4.wav	public_square
audio/public_square-paris-251-7513-c.wav	public_square
audio/metro-london-223-6769-s3.wav	metro
audio/tram-vienna-285-8626-s3.wav	tram
audio/metro-helsinki-221-6699-a.wav	metro
audio/tram-prague-1210-44504-a.wav	tram
audio/shopping_mall-lisbon-1176-44811-c.wav	shopping_mall
audio/metro-lyon-1181-45374-s6.wav	metro
audio/bus-stockholm-218-6573-b.wav	bus
audio/metro-milan-1197-45646-s4.wav	metro
audio/tram-vienna-285-8605-s6.wav	tram
audio/tram-paris-281-8518-s3.wav	tram
audio/public_square-london-250-7469-b.wav	public_square
audio/tram-prague-1189-45733-s1.wav	tram
audio/street_traffic-vienna-274-8369-s3.wav	street_traffic
audio/airport-vienna-209-6385-s2.wav	airport
audio/street_traffic-prague-1193-44915-s5.wav	street_traffic
audio/park-lisbon-1198-44882-s1.wav	park
audio/street_pedestrian-prague-1203-45448-s3.wav	street_pedestrian
audio/bus-vienna-219-6608-a.wav	bus
audio/metro_station-stockholm-239-7107-s2.wav	metro_station
audio/metro_station-helsinki-232-6982-s5.wav	metro_station
audio/metro_station-lisbon-1221-45207-a.wav	metro_station
audio/street_traffic-paris-272-8304-s3.wav	street_traffic
audio/bus-helsinki-211-6461-a.wav	bus
audio/metro_station-barcelona-230-6943-s2.wav	metro_station
audio/park-barcelona-241-7155-s3.wav	park
audio/bus-london-213-6499-c.wav	bus
audio/park-stockholm-245-7312-s4.wav	park
audio/park-milan-1164-44188-s6.wav	park
audio/public_square-vienna-253-7578-c.wav	public_square
audio/street_pedestrian-lyon-1162-45083-s1.wav	street_pedestrian
audio/park-london-243-7243-a.wav	park
audio/bus-stockholm-218-6592-s5.wav	bus
audio/airport-stockholm-208-6334-s4.wav	airport
audio/bus-paris-215-6520-b.wav	bus
audio/street_traffic-lyon-1220-44647-b.wav	street_traffic
audio/tram-london-278-8466-s3.wav	tram
audio/airport-lyon-1169-44363-s3.wav	airport
audio/metro-lisbon-1199-45513-b.wav	metro
audio/public_square-barcelona-248-7413-b.wav	public_square
audio/park-barcelona-241-7158-s1.wav	park
audio/bus-milan-1190-45491-s6.wav	bus
audio/bus-helsinki-211-6461-s1.wav	bus
audio/airport-helsinki-204-6141-b.wav	airport
audio/tram-lyon-1216-44990-s4.wav	tram
audio/public_square-paris-251-7512-b.wav	public_square
audio/public_square-stockholm-252-7554-a.wav	public_square
audio/metro-paris-224-6784-a.wav	metro
audio/metro-barcelona-220-6676-s5.wav	metro
audio/bus-paris-216-6536-s2.wav	bus
audio/street_pedestrian-lyon-1162-44599-s3.wav	street_pedestrian
audio/airport-barcelona-203-6135-s1.wav	airport
audio/shopping_mall-lyon-1196-44648-s3.wav	shopping_mall
audio/metro-helsinki-222-6729-s5.wav	metro
audio/metro-milan-1197-44975-s5.wav	metro
audio/street_traffic-lisbon-1171-45218-b.wav	street_traffic
audio/bus-helsinki-211-6436-s5.wav	bus
audio/park-london-243-7250-b.wav	park
audio/public_square-stockholm-252-7568-s3.wav	public_square
audio/airport-milan-1172-44687-s3.wav	airport
audio/park-lisbon-1198-44644-s1.wav	park
audio/metro-lyon-1181-44168-s4.wav	metro
audio/park-prague-1185-44749-s3.wav	park
audio/park-vienna-247-7365-s5.wav	park
audio/public_square-london-250-7488-s5.wav	public_square
audio/metro-prague-1163-44340-s3.wav	metro
audio/street_traffic-prague-1193-44235-a.wav	street_traffic
audio/shopping_mall-prague-1219-44503-s5.wav	shopping_mall
audio/metro_station-london-233-6999-s5.wav	metro_station
audio/park-prague-1185-45617-s6.wav	park
audio/shopping_mall-paris-257-7792-s1.wav	shopping_mall
audio/airport-paris-206-6271-a.wav	airport
audio/tram-london-277-8451-s4.wav	tram
audio/tram-barcelona-275-8400-b.wav	tram
audio/airport-helsinki-204-6148-b.wav	airport
audio/airport-stockholm-207-6302-c.wav	airport
audio/airport-lyon-1169-44321-c.wav	airport
audio/shopping_mall-barcelona-254-7616-s1.wav	shopping_mall
audio/bus-helsinki-211-6457-s4.wav	bus
audio/public_square-paris-251-7520-s2.wav	public_square
audio/metro_station-stockholm-239-7088-s6.wav	metro_station
audio/shopping_mall-barcelona-254-7625-s4.wav	shopping_mall
audio/street_pedestrian-lisbon-1174-45664-s5.wav	street_pedestrian
audio/shopping_mall-paris-257-7783-s5.wav	shopping_mall
audio/metro_station-lisbon-1221-44420-s3.wav	metro_station
audio/airport-milan-1172-45028-c.wav	airport
audio/street_traffic-stockholm-273-8320-c.wav	street_traffic
audio/bus-paris-215-6525-s3.wav	bus
audio/park-helsinki-242-7187-s3.wav	park
audio/airport-stockholm-208-6315-a.wav	airport
audio/street_pedestrian-prague-1203-44208-s1.wav	street_pedestrian
audio/street_traffic-barcelona-268-8155-b.wav	street_traffic
audio/metro_station-prague-1170-44837-s1.wav	metro_station
audio/bus-lyon-1177-44159-s4.wav	bus
audio/shopping_mall-lyon-1196-45517-b.wav	shopping_mall
audio/tram-helsinki-276-8407-s3.wav	tram
audio/airport-milan-1172-44887-a.wav	airport
audio/street_pedestrian-london-263-7968-a.wav	street_pedestrian
audio/metro-paris-224-6792-c.wav	metro
audio/bus-milan-1180-44182-s2.wav	bus
audio/public_square-lyon-1208-45647-s4.wav	public_square
audio/public_square-vienna-253-7586-s2.wav	public_square
audio/park-lyon-1188-44908-c.wav	park
audio/park-barcelona-241-7161-c.wav	park
audio/street_traffic-vienna-274-8356-b.wav	street_traffic
audio/metro-lisbon-1224-45411-s2.wav	metro
audio/metro-london-223-6776-s4.wav	metro
audio/public_square-helsinki-249-7431-s3.wav	public_square
audio/public_square-paris-251-7523-s4.wav	public_square
audio/metro_station-vienna-240-7144-s5.wav	metro_station
audio/street_pedestrian-paris-264-7999-s3.wav	street_pedestrian
audio/bus-lisbon-1223-44483-a.wav	bus
audio/airport-london-205-6208-a.wav	airport
audio/tram-lyon-1225-44849-s6.wav	tram
audio/metro_station-helsinki-232-6985-c.wav	metro_station
audio/metro_station-paris-237-7057-c.wav	metro_station
audio/tram-london-279-8476-s5.wav	tram
audio/public_square-lisbon-1211-44441-b.wav	public_square
audio/public_square-paris-251-7510-a.wav	public_square
audio/park-vienna-247-7379-c.wav	park
audio/public_square-helsinki-249-7448-s4.wav	public_square
audio/park-vienna-247-7355-s2.wav	park
audio/shopping_mall-stockholm-258-7824-s5.wav	shopping_mall
audio/metro_station-lisbon-1221-45020-s5.wav	metro_station
audio/street_traffic-lisbon-1171-45702-b.wav	street_traffic
audio/airport-lisbon-1175-44703-s1.wav	airport
audio/metro_station-vienna-240-7147-s2.wav	metro_station
audio/street_pedestrian-prague-1227-45344-s2.wav	street_pedestrian
audio/shopping_mall-lyon-1196-45471-s1.wav	shopping_mall
audio/shopping_mall-milan-1183-45461-s2.wav	shopping_mall
audio/airport-prague-1195-45065-s3.wav	airport
audio/airport-helsinki-204-6166-s6.wav	airport
audio/metro_station-barcelona-229-6904-s5.wav	metro_station
audio/metro-paris-225-6804-a.wav	metro
audio/street_pedestrian-milan-1165-44195-s1.wav	street_pedestrian
audio/park-lisbon-1198-45155-s3.wav	park
audio/shopping_mall-barcelona-254-7631-s5.wav	shopping_mall
audio/bus-stockholm-218-6577-s1.wav	bus
audio/shopping_mall-barcelona-254-7633-a.wav	shopping_mall
audio/metro_station-paris-238-7068-s6.wav	metro_station
audio/park-london-243-7233-c.wav	park
audio/airport-vienna-209-6381-c.wav	airport
audio/tram-london-278-8455-s4.wav	tram
audio/airport-paris-206-6275-s3.wav	airport
audio/metro_station-vienna-240-7114-s1.wav	metro_station
audio/metro-london-223-6776-s3.wav	metro
audio/public_square-london-250-7473-s4.wav	public_square
audio/park-paris-244-7279-s2.wav	park
audio/street_traffic-lyon-1220-44542-s2.wav	street_traffic
audio/park-lisbon-1198-44924-s5.wav	park
audio/shopping_mall-milan-1183-45461-a.wav	shopping_mall
audio/metro_station-lisbon-1221-44313-c.wav	metro_station
audio/metro_station-lyon-1179-44111-s1.wav	metro_station
audio/public_square-stockholm-252-7557-c.wav	public_square
audio/metro_station-london-235-7027-s3.wav	metro_station
audio/street_traffic-stockholm-273-8323-s3.wav	street_traffic
audio/metro_station-stockholm-239-7084-a.wav	metro_station
audio/public_square-lyon-1178-44197-s4.wav	public_square
audio/metro_station-lisbon-1221-44674-s5.wav	metro_station
audio/metro_station-lisbon-1221-44560-s2.wav	metro_station
audio/metro_station-stockholm-239-7077-s5.wav	metro_station
audio/airport-prague-1195-44435-s1.wav	airport
audio/public_square-london-250-7487-s2.wav	public_square
audio/park-london-243-7249-s5.wav	park
audio/street_traffic-lyon-1220-44735-s4.wav	street_traffic
audio/public_square-paris-251-7507-s1.wav	public_square
audio/tram-lisbon-1200-45287-s4.wav	tram
audio/bus-lisbon-1226-45095-s1.wav	bus
audio/public_square-prague-1214-44788-s3.wav	public_square
audio/tram-milan-1222-45755-s3.wav	tram
audio/public_square-helsinki-249-7458-a.wav	public_square
audio/airport-lisbon-1175-44186-a.wav	airport
audio/tram-stockholm-284-8593-s5.wav	tram
audio/park-barcelona-241-7156-s6.wav	park
audio/shopping_mall-paris-257-7813-s3.wav	shopping_mall
audio/airport-barcelona-203-6122-s6.wav	airport
audio/bus-prague-1207-45430-s1.wav	bus
audio/tram-paris-282-8532-b.wav	tram
audio/shopping_mall-vienna-259-7860-s3.wav	shopping_mall
audio/bus-stockholm-218-6569-s3.wav	bus
audio/tram-lisbon-1191-44372-c.wav	tram
audio/airport-barcelona-203-6134-s6.wav	airport
audio/street_traffic-stockholm-273-8340-s6.wav	street_traffic
audio/tram-barcelona-275-8395-s2.wav	tram
audio/public_square-london-250-7490-s3.wav	public_square
audio/airport-lyon-1169-44486-s1.wav	airport
audio/public_square-helsinki-249-7437-s5.wav	public_square
audio/street_traffic-stockholm-273-8338-s6.wav	street_traffic
audio/street_traffic-helsinki-269-8174-c.wav	street_traffic
audio/public_square-prague-1214-44214-c.wav	public_square
audio/bus-stockholm-218-6577-s2.wav	bus
audio/street_pedestrian-barcelona-261-7917-s3.wav	street_pedestrian
audio/metro_station-prague-1170-44219-s4.wav	metro_station
audio/tram-helsinki-276-8406-b.wav	tram
audio/metro-stockholm-227-6820-a.wav	metro
audio/shopping_mall-london-256-7719-s1.wav	shopping_mall
audio/public_square-lisbon-1211-45139-s2.wav	public_square
audio/metro-barcelona-220-6681-b.wav	metro
audio/bus-vienna-219-6611-a.wav	bus
audio/street_traffic-barcelona-268-8143-s4.wav	street_traffic
audio/metro-helsinki-222-6725-s4.wav	metro
audio/metro_station-paris-237-7051-s5.wav	metro_station
audio/street_pedestrian-lisbon-1174-44105-c.wav	street_pedestrian
audio/shopping_mall-helsinki-255-7656-s2.wav	shopping_mall
audio/park-barcelona-241-7165-s1.wav	park
audio/airport-lisbon-1175-44700-s1.wav	airport
audio/street_pedestrian-london-263-7996-s6.wav	street_pedestrian
audio/bus-prague-1207-45210-c.wav	bus
audio/metro_station-lisbon-1221-45307-s1.wav	metro_station
audio/metro-helsinki-222-6713-s2.wav	metro
audio/metro-lyon-1181-45374-s2.wav	metro
audio/metro-stockholm-227-6835-b.wav	metro
audio/tram-lisbon-1200-44884-s6.wav	tram
audio/street_pedestrian-prague-1227-45101-s1.wav	street_pedestrian
audio/tram-london-277-8442-a.wav	tram
audio/metro_station-lisbon-1221-45426-b.wav	metro_station
audio/shopping_mall-london-256-7734-s4.wav	shopping_mall
audio/tram-paris-282-8545-s4.wav	tram
